State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference
Pennsylvania,Regional,Erie,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 24, Erie County issued a stay-at-home order effective March 25 until April 6. and ""By March 25, the governor's stay-at-home order had been amended to include Philadelphia and Erie County as well as Lehigh and Northampton counties effective March",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,269728,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770316
Pennsylvania,Regional,Forest,3/31/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,7247,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770317
Pennsylvania,Regional,Franklin County,3/31/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,155027,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770318
Pennsylvania,Regional,Lackawanna,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,209674,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770319
Pennsylvania,Regional,Lancaster,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,545724,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770320
Pennsylvania,Regional,Lawrence,3/31/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,85512,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770321
Pennsylvania,Regional,Lebanon,3/31/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,141793,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770322
Pennsylvania,Regional,Lehigh,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 24, Erie County issued a stay-at-home order effective March 25 until April 6. and ""By March 25, the governor's stay-at-home order had been amended to include Philadelphia and Erie County as well as Lehigh and Northampton counties effective March",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,369318,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770323
Pennsylvania,Regional,Luzerne,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,317417,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770324
Pennsylvania,Regional,Monroe,3/23/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"Philadelphia imposed a stay-at-home order effective March 23. Allegheny County issued a stay-at-home order effective March 23 for two weeks. Governor Tom Wolf issued a stay-at-home order for Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery effe",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,170271,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770325
Pennsylvania,Regional,Montgomery,3/23/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"Philadelphia imposed a stay-at-home order effective March 23. Allegheny County issued a stay-at-home order effective March 23 for two weeks. Governor Tom Wolf issued a stay-at-home order for Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery effe",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,830915,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770326
Pennsylvania,Regional,Northampton,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 24, Erie County issued a stay-at-home order effective March 25 until April 6. and ""By March 25, the governor's stay-at-home order had been amended to include Philadelphia and Erie County as well as Lehigh and Northampton counties effective March",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,305285,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770327
Pennsylvania,Regional,Pike,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,55809,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770328
Pennsylvania,Regional,Schuylkill,3/30/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 30, the order was revised to include Carbon, Cumberland, Dauphin, and Schuylkill counties",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,141359,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770329
Pennsylvania,Regional,Somerset,3/31/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,73447,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770330
Pennsylvania,Regional,Washington County,3/28/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 28, the order was revised to include Beaver, Centre, and Washington counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,206865,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770331
Pennsylvania,Regional,Wayne,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,51361,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770332
Pennsylvania,Regional,Westmoreland,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,348899,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770333
Pennsylvania,Regional,York County,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,449058,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770334
Pennsylvania,Regional,City of Philadelphia,3/23/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"Philadelphia imposed a stay-at-home order effective March 23. Allegheny County issued a stay-at-home order effective March 23 for two weeks. Governor Tom Wolf issued a stay-at-home order for Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery effe",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,1584138,https://www.census.gov/quickfacts/philadelphiacitypennsylvania
Puerto Rico,State-wide,Puerto Rico,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 13, Puerto Rico public schools were closed for 14 days.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,NA,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770085
Puerto Rico,State-wide,Puerto Rico,3/12/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 12, Governor V√°zquez declared a state of emergency and activated the National Guard.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,NA,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770086
Puerto Rico,State-wide,Puerto Rico,3/15/20,NA,NA,Night-time curfew,NA,NA,NA,NA,Non-essential businesses closed,"On March 15, V√°zquez issued an island-wide curfew through March 30 and closed all businesses not involved in food sales, medicine, or banking.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,NA,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770087
Rhode Island,State-wide,Rhode Island,3/28/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,March 28 ‚ Governor Gina Raimondo issued a statewide stay-at-home order effective until April 13.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,1059361,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770041
Rhode Island,State-wide,Rhode Island,3/16/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"March 16, public schools are closed onward.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,1059361,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770042
Rhode Island,State-wide,Rhode Island,3/17/20,NA,NA,NA,Banned gatherings of a certain size,25,NA,Bar and dine-in restaurant closed (except take-out and delivery),NA,"March 17, Bars and dine-in restaurants closed... and """"March 17, ... crowds of 25 or more people banned.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,1059361,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770043
Rhode Island,State-wide,Rhode Island,3/26/20,NA,Travel restrictions for out of state travelers,NA,NA,NA,NA,NA,NA,Governor Raimondo announces that any individual coming to the state from New York by land or air that plans to stay in Rhode Island must self-quarantine for 14 days.‚Äù,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island,2020-04-14,1059361,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770044
Rhode Island,State-wide,Rhode Island,3/9/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"March 9, Governor Gina Raimondo declares a state of emergency.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,1059361,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770045
Rhode Island,Regional,Aquidneck Island,3/24/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"“March 24 – New Shoreham issues a shelter-in-place order for Block Island effective March 24 through April 15.” and ""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all implement shelter-in-place orders...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14 18:11:41,58211,http://www.planning.ri.gov/documents/sea_level/socio/PDF%20-%20Aquidneck%20Island%20Factsheet%20and%20Data%20Profile.pdf
Rhode Island,Regional,Aquidneck Island,3/24/20,NA,Travel restrictions for out of state travelers,NA,NA,NA,NA,NA,NA,"The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all ... require all out-of-state or seasonal residents to quarantine for 14 days upon their arrival.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island,2020-04-14 18:37:37,58211,http://www.planning.ri.gov/documents/sea_level/socio/PDF%20-%20Aquidneck%20Island%20Factsheet%20and%20Data%20Profile.pdf
Rhode Island,Regional,Block Island,3/24/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"“March 24 – New Shoreham issues a shelter-in-place order for Block Island effective March 24 through April 15.” and ""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all implement shelter-in-place orders...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14 18:11:41,1036,https://en.wikipedia.org/wiki/Block_Island
South Carolina,State-wide,South Carolina,4/1/20,NA,NA,NA,NA,NA,NA,NA,Non-essential businesses closed,April 1: The Governor orders all non-essential businesses closed temporarily.,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,2020-04-14,5148714,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770046
South Carolina,State-wide,South Carolina,3/23/20,NA,NA,NA,Banned gatherings of a certain size,3,NA,NA,NA,"Governor McMaster holds a briefing in which he instructs law enforcement to disperse any public gathering of three or more people, with violations of this rule resulting in a misdemeanor.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,2020-04-14,5148714,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770047
South Carolina,State-wide,South Carolina,3/15/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 15, the government announced that schools are closed throughout the state.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,5148714,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770048
South Carolina,State-wide,South Carolina,3/13/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 13, Governor McMaster announced a state of emergency is in effect on South Carolina.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,5148714,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770049
South Carolina,State-wide,South Carolina,3/17/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 17, Governor McMaster issues an executive order requiring the mandatory shutdown of dine-in service in restaurants and bars.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,5148714,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770050
South Carolina,State-wide,South Carolina,4/7/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On April 6, South Carolina governor Henry McMaster issued a statewide home or work"" order which goes into effect Tuesday at 5 p.m.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,5148714,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770051
South Carolina,State-wide,South Carolina,3/17/20,NA,NA,NA,"Suggested limiting of gatherings, Banned gatherings of a certain size",50,NA,NA,NA,"The order also includes the delay of state tax deadlines until June 1, the general request of state agencies to waive any restrictive regulations in order to move faster to address the virus, and also prohibits gatherings of more than 50 people at publ",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,2020-04-14,5148714,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770052
South Carolina,Regional,Williamsburg,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,Williamsburg County issued a stay-at-home order effective March 27 for 14 days.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,30368,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770335
South Carolina,Regional,City of Charleston,3/25/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 25, Charleston adopted a stay-at-home ordinance effective March 26 for two weeks.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,136208,https://www.census.gov/quickfacts/charlestoncitysouthcarolina
South Carolina,Regional,Columbia,3/26/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On March 26, Columbia issued a stay-at-home order effective March 29 for 14 days.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,133451,https://www.census.gov/quickfacts/columbiacitysouthcarolina
South Carolina,Regional,Mount Pleasant,4/2/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On April 1, Mount Pleasant issued a stay-at-home order effective April 2 until April 15.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,2020-04-14,89338,"https://www.census.gov/quickfacts/fact/table/mountpleasanttownsouthcarolina,SC/PST045218"
South Dakota,State-wide,South Dakota,3/13/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"March 13, Governor Noem declared a state of emergency",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,2020-04-13,884659,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770053
