,State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference,Coverage.county.FIPS,Coverage.city.FIPS,population_reference.1,Unnamed: 0.1,Face Covering Requirements,Details (if any) 
594,Wisconsin,State-wide,Wisconsin,03-12-2020,State of Emergency declared,,,,,,,,"On March 12, Governor Tony Evers declared a State of Emergency.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,4/13/20,5822434,55.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770078,,,
595,Wisconsin,State-wide,Wisconsin,03-16-2020,,,,Banned gatherings of a certain size,60.0,,,,"On March 16, Evers announced restrictions on the number of people that could be present at childcare facilities, limiting it to 10 staff and 50 children at the same time.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,4/13/20,5822434,55.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770079,,,
596,Wisconsin,State-wide,Wisconsin,03-17-2020,,,,Banned gatherings of a certain size,10.0,,,,"On March 17, a statewide ban of all gatherings with more than 10 people was announced by the governor.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,4/13/20,5822434,55.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770080,,,
597,Wisconsin,State-wide,Wisconsin,03-24-2020,,,Shelter-in-place order,,,,,,"On March 23, Evers announced closures of all non-essential businesses to be signed on Tuesday, March 24, and urged citizens to stay at home to reduce the spread of COVID-19.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,4/13/20,5822434,55.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770081,,,
598,Wisconsin,State-wide,Wisconsin,03-13-2020,,,,,,Schools closed,,,"On the 13th, the governor ordered the closure of all public and private K-12 schools in the state until at least April 5.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,4/13/20,5822434,55.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770082,,,
599,Wisconsin,Regional,Milwaukee,03-23-2020,,,Shelter-in-place order,,,,,,"On March 23, the City of Milwaukee issued a stay-at-home order effective that day",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,4/13/20,592025,54.0,,53000.0,https://www.census.gov/quickfacts/milwaukeecitywisconsin,,,
600,Wisconsin,Regional,Osceola school district,03-10-2020,,,,,,Schools closed,,,"The Osceola School District closed schools on March 10, to sanitize the buildings and buses after a person who attended a regional sports tournament was found to be infected.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,2020-04-13 11:17:52,72281,,,,"https://en.wikipedia.org/wiki/School_District_of_Osceola_County,_Florida",,,
601,Wyoming,State-wide,Wyoming,03-13-2020,State of Emergency declared,,,,,,,,"On March 13, Governor Gordon issued Executive Order 2020‚Äì2 to declare a State of Emergency in order to access funding issued by Congress. The Order allows for the use of the Wyoming National Guard along with giving additional powers to the Director of t",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/13/20,578759,56.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770083,,,
602,Wyoming,State-wide,Wyoming,03-15-2020,,,,,,Schools closed,,,"On March 15, Governor Gordon and Wyoming State Superintendent Jillian Balow issued a joint recommendation that all Wyoming school close to reduce the spread of the virus.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,4/13/20,578759,56.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770084,,,
603,Wyoming,Regional,Teton,03-28-2020,,,Shelter-in-place order,,,,,,"The Town of Jackson on Saturday ordered residents to stay at home to prevent the spread of COVID-19. and ""Teton County on Saturday ordered older adults, people living in nursing homes, those with high-risk medical conditions and those living with an older",https://trib.com/news/local/casper/jackson-issues-shelter-in-place-order-to-limit-spread-of/article_40c9fa29-c59b-540f-b4cd-7b211b6eb335.html and https://cowboystatedaily.com/2020/03/29/teton-county-issues-states-first-shelter-in-place-order/,4/13/20,23464,56.0,39,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770370,,,
604,Wyoming,Regional,Teton,03-30-2020,,,,Suggested limiting of gatherings,,,,,New health order limits gatherings to households only,https://buckrail.com/new-health-order-limits-gatherings-to-households-only/,4/13/20,23464,56.0,39,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770371,,,
605,Wyoming,Regional,Jackson,03-28-2020,,,Shelter-in-place order,,,,,,"The Town of Jackson on Saturday ordered residents to stay at home to prevent the spread of COVID-19. and ""Teton County on Saturday ordered older adults, people living in nursing homes, those with high-risk medical conditions and those living with an older",https://trib.com/news/local/casper/jackson-issues-shelter-in-place-order-to-limit-spread-of/article_40c9fa29-c59b-540f-b4cd-7b211b6eb335.html and https://cowboystatedaily.com/2020/03/29/teton-county-issues-states-first-shelter-in-place-order/,4/13/20,10429,56.0,,40120.0,"https://en.wikipedia.org/wiki/Jackson,_Wyoming",,,
606,Wyoming,Regional,Jackson,03-31-2020,,,,Suggested limiting of gatherings,,,,,"Following a newly-approved county-wide Public Health Order that prohibits public or private gatherings with anyone outside your household, Jackson town councilors voted this morning to repeal the emergency stay-at-home ordinance passed last Saturday.",https://buckrail.com/town-repeals-emergency-stay-at-home-order-in-favor-of-county-order/,4/13/20,10429,56.0,,40120.0,"https://en.wikipedia.org/wiki/Jackson,_Wyoming",,,
0,Alabama,State-wide,Alabama,05-01-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.al.com/news/2020/04/gov-kay-ivey-press-conference-on-plans-for-reopening-alabama-watch-live.html,5/8/2020 16:06:47,4903185,,,,,0.0,Face covering requirements for some workers,"""People are encouraged to stay at home and practice good sanitation procedures but the stay-at-home order is lifted. All retail stores will be allowed to reopen, subject to sanitation and social-distancing guidelines. Occupancy will be limited to 50 percent. Restaurants, bars and breweries remain limited to take-out, curbside or delivery. Non work-related gatherings of 10 people or more are prohibited. Entertainment venues, such as night clubs, theaters and bowling alleys will be closed. Athletic facilities such as gyms will be closed. Close-contact service providers such as barber shops, hair salons, nail salons, gyms and tattoo service will remain closed."""
1,Alabama,State-wide,Alabama,05-11-2020,,,,Banning gatherings lifted,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,,5/28/2020 10:00:00,4903185,,,,,1.0,,"""Ivey later announced a second amended order that applied statewide from May 11 to May 22. It permitted restaurants to open at a 50% occupancy rate with six feet of spacing between tables. Personal care services like barber shops and salons can operate according to state protocols. Gyms, athletic facilities and athletic classes can resume under strict sanitation and social distancing guidelines"" and ""The amended Safer at Home order removes the 10 person limit on non-work gatherings, including those at beaches. People are still required to maintain six feet of distance from non-household members."
2,Alaska,State-wide,Alaska,04-24-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,20.0,,Bar and dine-in restaurant open with extra requirements,Non-essential businesses allowed to operate possibly with extra requirements,,https://www.adn.com/alaska-news/2020/04/25/what-the-reopening-looks-like-under-plans-from-anchorage-and-the-state-of-alaska/,5/8/2020 16:20:53,731545,,,,,2.0,Face covering requirements for the public (non-workers) in certain situations,"""... restaurants were permitted to reopen for dine-in service statewide. ... Restaurants can only be filled to 25% of their capacity at once. Alaskans aren’t being asked to stay home anymore, according to the new statewide mandate that took effect Friday and allows for small religious, social and other gatherings. Indoor and outdoor gatherings are limited to 20 people... Retail: Only 20 people or 25% of the store’s capacity, whichever number is smaller, can be in the store at once. All employees need to wear cloth face coverings... The state and the municipality released an extensive list of personal care services that can launch back into motion under specific restrictions, including hair salons, barber shops, nail salons... Workout and fitness classes can take place outside, according to the state’s guidelines... Though travel around the state was previously banned, Alaskans can now drive to different communities on the road system... Non-essential, non-public-facing businesses (like law firms or marketing offices): Desks or work stations need to be at least 6 feet apart. "" "
3,Arizona,State-wide,Arizona,05-08-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.azcentral.com/story/news/local/arizona-health/2020/05/04/arizona-salons-can-reopen-may-8-dine-restaurants-may-11/3080788001/,5/8/2020 16:25:02,7278717,,,,,3.0,,"""Barbershops and salons can resume hair, nail, waxing and other services by appointment Friday if they limit occupancy, implement social distancing measures, up sanitation protocols and provide cloth masks to employees, the governor said."""
4,Arizona,State-wide,Arizona,05-11-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://www.azcentral.com/story/news/local/arizona-health/2020/05/04/arizona-salons-can-reopen-may-8-dine-restaurants-may-11/3080788001/,5/8/2020 16:25:36,7278717,,,,,4.0,,"""On Monday, restaurants and coffee shops can start offering dine-in service. They must also limit occupancy and physically distance diners, in addition to checking employees for COVID-19 symptoms before their shifts."""
5,Arizona,State-wide,Arizona,05-15-2020,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state,5/28/2020 10:09:14,7278717,,,,,5.0,,"""The stay-at-home order was replaced on May 16 by an executive order outlining guidance for the next phase of economic recovery. More sectors can reopen incrementally in line with guidance for employers and individuals."""
6,Arkansas,State-wide,Arkansas,05-11-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://www.baxterbulletin.com/story/news/local/2020/04/29/arkansas-restaurants-reopening-plan-coronavirus-covid-19-updates-cases-deaths/3048197001/,5/8/2020 16:27:33,3017804,,,,,6.0,,"""Arkansas restaurants may reopen their dining rooms on Monday, May 11, Gov. Asa Hutchinson announced Wednesday. Restaurants may only seat 33 percent of their total occupancy when they initially reopen, the governor said."""
7,Arkansas,State-wide,Arkansas,05-04-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.arkansasonline.com/news/2020/apr/30/watch-live-130-gov-speak-coronavirus-response-case/,5/10/2020 9:47:21,3017804,,,,,7.0,Face covering requirements for some workers,"""Among the requirements for gyms and athletic clubs are spacing patrons 12 feet apart, ensuring employees and patrons wear cloth masks except while actively exercising, making hand sanitizer available and sanitizing equipment between each use. Use of showers, pools, spas and saunas is still banned under the requirements."""
8,Arkansas,State-wide,Arkansas,05-18-2020,,,,,,,,Non-essential businesses allowed to operate possibly with extra requirements,,https://twitter.com/AsaHutchinson/status/1261451204753674240?s=20,5/28/2020 10:12:21,3017804,,,,,8.0,,"""Hutchinson: Starting Monday, May 18th all retailers are open with phase I restrictions specific to their industry under @ADHPIO guidelines. As we move towards next phases I encourage everyone to continue the basic safety measures to keep everyone safe while Arkansas is ready for business."""
9,California,Selected counties (based on specific metrics),California,05-12-2020,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/reopening-across-counties/ and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html and https://covid19.ca.gov/roadmap-counties/,5/28/2020 14:09:31,19756112,,,,,9.0,,"""Starting May 12, restaurants and shopping centers were allowed to open in counties that meet certain criteria."""
10,Colorado,State-wide,Colorado,04-27-2020,,,Shelter-in-place order lifted,,,,,,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/10/2020 9:50:57,5758736,,,,,10.0,,"""Stay-at-home order expired on April 26. Gov. Jared Polis, a Democrat, asked Colorado to transition to a safer at home approach, in which retail businesses could open for curbside pickup and real estate showings could resume."""
11,Colorado,State-wide,Colorado,05-01-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://covid19.colorado.gov/safer-at-home,5/10/2020 9:51:42,5758736,,,,,11.0,,"""Retail and personal services can open (if implementing best practices)."""
12,Colorado,State-wide,Colorado,05-04-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://covid19.colorado.gov/safer-at-home,5/10/2020 9:52:09,5758736,,,,,12.0,,"""Non-critical offices can reopen (if implementing best practices and lower density)."""
13,Colorado,State-wide,Colorado,05-27-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://www.colorado.gov/governor/news/governor-polis-issues-guidance-restaurants-summer-camps-and-private-camping,5/28/2020 10:47:35,5758736,,,,,13.0,,"""Beginning on May 27, restaurants will be able to open for in-person dining at 50% capacity of the indoor posted occupancy code limit, but they can not exceed 50 people, whichever is less. They are also encouraged to provide as much outdoor services as possible. Bars will remain closed."""
14,Connecticut,State-wide,Connecticut,05-20-2020,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.courant.com/coronavirus/hc-news-coronavirus-reopen-ct-plan-20200430-eadahcvhgzb5bosk3zohbiksdu-story.html,5/28/2020 13:53:26,3565287,,,,,14.0,Face covering requirements for the public (non-workers) in certain situations,"""During the first stage, masks will be required for most activities."" and ""The following businesses would be allowed to reopen on May 20: Eateries would be limited to outdoor seating with no access to their bars. "" and ""Retail stores: This would include smaller stores that can be found in downtown areas across the state. "" and ""Offices: Officials said they recognize that there is some need for a group of employees to go back into offices."""
15,Florida,Selected counties,Florida,05-04-2020,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.cnn.com/2020/04/29/us/florida-reopening-coronavirus/index.html,5/10/2020 9:56:40,10738868,,,,,15.0,,"""DeSantis said restaurants and retail spaces could let customers inside, but only at 25% capacity, and people must adhere to social distancing guidelines from the US Centers for Disease Control and Prevention. Restaurants can offer outdoor seating if tables are 6 feet apart. Movie theaters can't reopen yet. Bars, fitness centers and places that offer personal services, likes hair styling, also will open later.""
"
16,Florida,Palm Beach ,Florida,05-11-2020,,,Shelter-in-place order,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847415273,5/28/2020 11:16:18,10738868,,,,,16.0,,"""Palm Beach County entered Phase 1 on May 11."""
17,Florida,Miami Dade County,Florida,05-18-2020,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847415273,5/28/2020 11:16:57,10738868,,,,,17.0,,"""Miami-Dade and Broward counties were approved to enter Phase 1 on May 18."""
18,Florida,Broward County,Florida,05-18-2020,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847415273,5/28/2020 11:16:57,10738868,,,,,18.0,,"""Miami-Dade and Broward counties were approved to enter Phase 1 on May 18."""
19,Georgia,State-wide,Georgia,04-24-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847415273,5/10/2020 18:15:02,10617423,,,,,19.0,,"""Kemp announced on April 20 that gyms, fitness centers, bowling alleys, body art studios, barbers, cosmetologists, hair designers, nail care artists, aestheticians, and massage therapists could reopen for business on April 24. """
20,Georgia,State-wide,Georgia,04-27-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847415273,5/10/2020 18:16:11,10617423,,,,,20.0,,"""Theaters, private social clubs and restaurant dine-in services may reopen beginning April 27. Kemp announced that drive-in movies can operate if they comply with the directives of the shelter-in-place order. An April 27 executive order provides additional guidance for food service establishments, bowling alleys and theaters."""
21,Georgia,State-wide,Georgia,04-30-2020,,,Shelter-in-place order lifted,,,,,,,https://www.npr.org/847415273,5/10/2020 18:16:36,10617423,,,,,21.0,,"""Gov. Brian Kemp issued a statewide shelter-in-place order on April 3, which expired on April 30."""
22,Hawaii,State-wide,Hawaii,05-07-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#hawaii,5/10/2020 18:23:49,1415872,,,,,22.0,,"""The following businesses and operations can reopen as of May 7: non-food agriculture, auto dealerships, car washes, licensed child care services, pet grooming services, observatories, retail, repair services and shopping malls. They must follow specific social distancing protocols."""
23,Idaho,State-wide,Idaho,05-01-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,,,,Non-essential businesses allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#hawaii and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/10/2020 18:28:14,1787065,,,,,23.0,,"""Stay-at-home order expired on April 30. Idaho entered Stage 1 of reopening on May 1. In this period, 90 percent of businesses can resume operations and must follow physical distancing and sanitation protocols. People should avoid gatherings of any size and nonessential travel, and should continue teleworking if possible. If the state meets certain criteria, Stage 2 will begin on May 16."""
24,Idaho,State-wide,Idaho,05-15-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://rebound.idaho.gov/stages-of-reopening/,5/28/2020 11:28:33,1787065,,,,,24.0,,"""Restaurant dining rooms can open once their plans have been submitted for approval by local public health districts."""
25,Illinois,State-wide,Illinois,05-01-2020,,,,,,,,,,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21459,5/28/2020 11:44:40,12671821,,,,,25.0,"Face covering requirements for the public (non-workers) in certain situations, Face covering requirements for some workers","""Beginning on May 1, individuals will be required to wear a face-covering or a mask when in a public place where they can't maintain a six-foot social distance,"" and ""Essential businesses and manufacturers will be required to provide face-coverings to all employees who are not able to maintain six-feet of social distancing,"""
26,Indiana,Selected counties (based on specific metrics),Indiana,05-04-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state and https://twitter.com/GovHolcomb/status/1257679824220495873?s=20,5/10/2020 18:34:56,3366110,,,,,26.0,,"""On May 1, Holcomb announced a five-phased ""Back on Track"" plan to gradually lift restrictions in most of the state. Local governments can impose more restrictive guidelines. All but three counties moved to the second phase on May 4. """
27,Indiana,Lake County,Indiana,05-11-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state,5/10/2020 18:34:56,3366110,,,,,27.0,,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County."""
28,Indiana,Marion County,Indiana,05-11-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state,5/10/2020 18:34:56,3366110,,,,,28.0,,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County."""
29,Indiana,Cass County,Indiana,05-18-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847413697#indiana,5/28/2020 11:40:28,3366110,,,,,29.0,,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County."""
30,Indiana,State-wide,Indiana,05-11-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://twitter.com/GovHolcomb/status/1257679824220495873/photo/1,5/28/2020 11:42:14,6732219,,,,,30.0,,See Table
31,Iowa,State-wide,Iowa,05-08-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/10/2020 18:37:49,3155070,,,,,31.0,,"""She later allowed certain businesses to reopen in the remaining counties on May 8."""
32,Iowa,Selected counties (based on specific metrics),Iowa,05-01-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/10/2020 18:37:16,1577535,,,,,32.0,,"""Gov. Kim Reynolds, a Republican, loosened restrictions in 77 of the state's 99 counties starting May 1, allowing restaurants, stores and gyms to reopen. """
33,Kansas,State-wide,Kansas,05-04-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10.0,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state,5/10/2020 18:39:15,2913314,,,,,33.0,,"""Under phase one of the plan, the statewide stay-at-home order is lifted but mass gatherings are limited to a maximum of 10 people. Restaurants, libraries and child care facilities can open, and must adhere to social distancing guidelines. Bars, nightclubs, fitness centers, hair salons, barber shops and public swimming pools remain closed."""
34,Kansas,State-wide,Kansas,05-22-2020,,,,Banned gatherings of a certain size,30.0,,,,,https://governor.kansas.gov/wp-content/uploads/2020/04/Reopen-Kansas-Framework.pdf,5/28/2020 12:03:56,2913314,,,,,34.0,,"""Mass gatherings of no more than 30 individuals allowed."""
35,Kentucky,State-wide,Kentucky,05-11-2020,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847415273,5/10/2020 18:20:51,4467673,,,,,35.0,Face covering requirements for the public (non-workers) in certain situations,"""Under Beshear's plan to reopen Kentucky's economy, people must wear masks in public when they visit businesses, starting on May 11. On May 11, manufacturing, construction, vehicle and vessel dealerships, pet grooming and boarding, and spectator-free horse racing are slated to restart if they meet minimum and industry-specific requirements. Professional services may resume at 50% of their pre-pandemic capacity."""
36,Kentucky,State-wide,Kentucky,05-06-2020,,Travel restrictions for out of state travelers,,,,,,,,https://www.npr.org/847415273,5/10/2020 18:21:46,4467673,,,,,36.0,,"""Beshear issued an executive order adjusting travel restrictions. Any individual entering the state ""with the intent to stay"" must self-quarantine for 14 days, with certain exceptions. The order continues to ban anyone with a positive or presumptive positive case of COVID-19 from entering the state, except as ordered for medical treatment. It also continues social distancing requirements for public transit riders."""
37,Kentucky,State-wide,Kentucky,05-22-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=156,5/28/2020 13:50:35,4467673,,,,,37.0,,"""All businesses should follow the 10 rules of staying healthy at work as well as industry-specific guidance, which will be issued as soon as possible. The new tentative dates for reopening are: May 22 – Restaurants, with limited 33% capacity and outdoor seating"""
38,Louisiana,State-wide,Louisiana,05-15-2020,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state#louisiana  and https://www.theadvocate.com/baton_rouge/news/coronavirus/article_ff5be800-939b-11ea-a93e-4b25026b037b.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share,5/18/2020 9:48:14,4648794,,,,,38.0,Face covering requirements for the public (non-workers) in certain situations,"""Edwards announced that Louisiana will be in Phase 1 from May 15 through June 5. The stay-at-home order is lifted, though high-risk individuals are encouraged to stay home. All individuals must wear face coverings, practice good hygiene and maintain six feet of distance from non-household members. Certain nonessential businesses can open with occupancy limits. Employers are encouraged to continue allowing employees to telework whenever possible."" and ""Several types of businesses must remain closed under phase one, which will last for at least 21 days, Edwards said. Those include massage parlors, spas, tattoo parlors, carnivals, amusement parks, bars and breweries without food permits and more."""
39,Maine,State-wide,Maine,05-01-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.maine.gov/governor/mills/news/governor-mills-presents-safe-gradual-plan-restart-maines-economy-2020-04-28,5/18/2020 9:52:08,1344212,,,,,39.0,Face covering requirements for the public (non-workers) in certain situations,"""Stage 1 also allows for the limited expansion of certain business, religious, and quality of life activities, with appropriate safety precautions: Limited drive-in, stay-in-your-vehicle religious services;  Drive-in movie theaters; Outdoor recreation: guided outdoor activities (hunting & fishing) and restricted use of golf and disc golf courses; State parks, state-owned public land trails, and historic sites; although certain coastal state parks will remain closed; 
Auto dealerships and car washes"" "
40,Maine,Rural areas,Maine,05-18-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/28/2020 14:16:59,672106,,,,,40.0,,"""Retail stores and restaurants will be allowed to reopen in rural counties without community spread starting May 11 and May 18, respectively, but reopenings in more populous areas are not scheduled until June."""
41,Maryland,State-wide,Maryland,05-15-2020,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://governor.maryland.gov/2020/05/13/stage-one-governor-hogan-announces-gradual-reopenings-with-flexible-community-based-approach/ and https://www.npr.org/847415273,5/18/2020 9:57:39,6045680,,,,,41.0,Face covering requirements for the public (non-workers) in certain situations,"""Governor Hogan announced that retail stores may reopen at up to 50 percent capacity, with curbside pickup and delivery strongly encouraged, and all public health precautions in place. Examples of businesses that may reopen include clothing and shoe stores, pet groomers, animal adoption shelters, car washes, art galleries, and bookstores.""  and ""Governor Hogan announced manufacturing may resume operations in a safe manner which protects the health of employees, with guidelines encouraging multiple shifts and other safety precautions."" and ""Churches and houses of worship may begin to safely hold religious services, at up to 50 percent capacity, with outdoor services strongly encouraged. Religious leaders are strongly urged to do everything possible to keep their congregants safe, and particularly to protect the elderly and vulnerable within their congregations."" and ""Some personal services, including barber shops and hair salons, may reopen with up to 50 percent capacity, by appointment only and with appropriate health and safety guidelines."
42,Massachusetts,State-wide,Massachusetts,05-06-2020,,,,,,,,,,https://www.npr.org/847331283#massachusetts,5/18/2020 10:10:09,6892503,,,,,42.0,Face covering requirements for the public (non-workers) in certain situations,"""Effective May 6, all residents over the age of two are required to wear a mask or face covering in public where maintaining social distance is not possible. The order applies to workers and customers of essential businesses as well as anyone using any transportation service or public mass transit."""
43,Massachusetts,State-wide,Massachusetts,05-18-2020,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/28/2020 14:20:01,6892503,,,,,43.0,,"""Stay-at-home advisory expired on May 18.
Gov. Charlie Baker, a Republican, announced a phased reopening with four stages scheduled to last three weeks apiece. The first reopenings included houses of worship on May 18 and will expand to include salons, offices and retail stores for curbside pickup on May 25."""
44,Michigan,State-wide,Michigan,04-24-2020,,,,,,,,,,"https://www.michigan.gov/whitmer/0,9309,7-387-90499-526896--,00.html",5/20/2020 13:20:21,9986857,,,,,44.0,Face covering requirements for the public (non-workers) in certain situations,"""Today, Governor Gretchen Whitmer signed executive order 2020-59, extending her “Stay Home, Stay Safe” order through May 15. The new order will require people to wear homemade face coverings when they enter enclosed public spaces."""
