,Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links,Unnamed: 0,Face Covering Requirements
203,4/13/2020 12:06:50,Washington,03-24-2020,Ocean Shores,,,Night-time curfew,,,,,,"""On March 24, the city of Ocean Shores closed roads leading to Pacific Ocean beaches and declared a city-wide midnight curfew.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response,,
204,4/13/2020 11:23:47,Wisconsin,03-24-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Evers announced closures of all non-essential businesses to be signed on Tuesday, March 24, and urged citizens to stay at home to reduce the spread of COVID-19.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,,
205,4/10/2020 15:14:01,Alaska,03-25-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Mike Dunleavy ordered everyone arriving in Alaska to self-quarantine for 14 days upon arrival, effective March 25, with limited exceptions""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska,,
206,4/11/2020 10:42:17,Colorado,03-25-2020," Boulder, Jefferson, Broomfield, Adams, Arapahoe, Larimer, Weld, and Douglas",,,Shelter-in-place order,,,,,,"""On March 25, Boulder, Jefferson, Broomfield, Adams, Arapahoe, and Douglas counties issued stay-at-home orders effective March 26 through April 17."" and ""Erie extended the order to the entire city, including portions in Weld County."" and ""On March 25, Larimer County issued a stay-at-home order effective March 26 through April 17.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
207,4/11/2020 11:00:54,Florida,03-25-2020,Doral and Leon,,,Shelter-in-place order,,,,,,"""On March 24, Leon County issued a stay-at-home order and nighttime curfew effective March 25."" and ""Doral issued a ""safer-at-home order"" effective March 25 through April 1.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
208,4/11/2020 11:43:47,Georgia,03-25-2020,"Canton, Cobb, Decatur, and Floyd",,,Shelter-in-place order,,,,,,"""Cobb County issued a shelter-in-place order effective March 25 until April 15."" and ""Floyd County issued a shelter-in-place order effective March 25 through April 7."" and ""Decatur issued a stay-at-home order effective March 25 through April 7"" and ""On March 25, Canton issued a shelter-in-place order effective March 25 through April 12.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
209,4/11/2020 12:07:19,Hawaii,03-25-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Governor David Ige issued a stay-at-home order effective March 25 through April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
210,4/11/2020 12:16:09,Idaho,03-25-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 25, Idaho Governor Brad Little issued a stay-at-home order for the entire state, effective for 21 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
211,4/11/2020 12:25:22,Indiana,03-25-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 23, Holcomb announced statewide stay-at-home order effective March 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
212,4/11/2020 14:31:40,Kansas,03-25-2020,"Atchison, Miami, Morris, Sedgwick",,,Shelter-in-place order,,,,,,"""On March 24, Atchison County issued a ""shelter-at-home order"" effective March 25 to April 25."" and ""Morris County issued a stay-at-home order effective March 25 until April 25."" and ""Sedgwick County issued a stay-at-home order effective March 25. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
213,4/11/2020 14:59:54,Maine,03-25-2020,Portland,,,Shelter-in-place order,,,,,,"""On March 24, the City of Portland announced that the manager has signed a stay-at-home order beginning on March 25 for all non-essential businesses and services in Portland, with a potential end date on April 27.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maine,,
214,4/14/2020 10:29:22,Missouri,03-25-2020,"Columbia, Boone, Randolph, and Ray",,,Shelter-in-place order,,,,,,"""On March 24, Columbia and surrounding Boone County issued a stay-at-home order effective March 25 through April 24"" and ""Randolph County issued a stay-at-home order effective March 25 until April 24"" and ""Ray County issued a stay-at-home order effective March 25 through April 24""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
215,4/14/2020 13:54:31,Nebraska,03-25-2020,"Dodge, Lancaster, Saunders, and Washington",,,,Banned gatherings of a certain size,10.0,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""The second DHM, issued on March 25th, applies to Dodge, Lancaster, Saunders, and Washington counties and is in effect until at least May 6th.""",http://dhhs.ne.gov/Pages/Gov-Ricketts-Announces-Butler-Hall-Hamilton-Merrick-Polk-Seward-York-Counties-Now-Included-in-States-DHM.aspx/,,
216,4/14/2020 16:58:06,North Carolina,03-25-2020,"Madison, Pitt, Beaufort, and Durham",,,Shelter-in-place order,,,,,,""" Madison County issued a stay-at-home recommendation."" and  ""Pitt County and the Town of Beaufort on the coast have issued shelter-in-place orders effective March 25."" and ""Beaufort's order is effective March 25 until April 22."" and ""Durham's stay-at-home order is effective March 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
217,4/14/2020 17:40:48,Oklahoma,03-25-2020,"Canadian, Cleveland, Custer, Garvin, Grady, Jackson, Kay, Logan, Mayes, McClain, Muskogee, Noble, Oklahoma, Pawnee, Payne, Pontotoc, Tulsa, Wagoner and Washington",,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons, tattoo parlors, or any business that has social gathering. Restaurants were encouraged to stay open in order to provide pick-up services."" and ""Stitt said he his 21-day business closure order impacts only the 19 counties with confirmed positive cases. Counties impacted include Canadian, Cleveland, Custer, Garvin, Grady, Jackson, Kay, Logan, Mayes, McClain, Muskogee, Noble, Oklahoma, Pawnee, Payne, Pontotoc, Tulsa, Wagoner and Washington.""",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.joplinglobe.com/news/updated-businesses-closing-in-19-targeted-counties-in-oklahoma-elderly-must-stay-home/article_42cc66de-6e10-11ea-849b-5b03650a501a.htmloma,,
218,4/14/2020 17:41:42,Oklahoma,03-25-2020,State-wide,,,,,,Schools closed,,,"""On March 25... The state board of education voted to close all public schools until the end of the school year""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,,
219,4/14/2020 18:43:28,Pennsylvania,03-25-2020,"Erie, Lehigh, and Northampton",,,Shelter-in-place order,,,,,,"""On March 24, Erie County issued a stay-at-home order effective March 25 until April 6."" and ""By March 25, the governor's stay-at-home order had been amended to include Philadelphia and Erie County as well as Lehigh and Northampton counties effective March 25 through April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
220,4/14/2020 17:58:41,South Carolina,03-25-2020,Charleston,,,Shelter-in-place order,,,,,,"""On March 25, Charleston adopted a stay-at-home ordinance effective March 26 for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
221,4/13/2020 12:30:20,Tennessee,03-25-2020,Franklin,,,Shelter-in-place order,,,,,,"""On March 24, Franklin issued a stay-at-home order effective March 25 for seven days.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
222,4/13/2020 12:21:04,Vermont,03-25-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 24, Governor Phil Scott issued a statewide stay-at-home order effective March 25 until April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
223,4/11/2020 10:43:13,Colorado,03-26-2020,State-wide,,,Shelter-in-place order,,,,,,"""These jurisdictions rescinded their orders in favor of the statewide order on March 26.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
224,4/11/2020 11:03:31,Florida,03-26-2020,"Osceola, Parkland, Pinellas, Plantation, Sunny Isles Beach, Weston",,,Shelter-in-place order,,,,,,"""On March 25, Osceola County issued a stay-at-home order effective March 26 until April 9."" and  ""Pinellas County issued a ""safer-at-home"" order effective March 26 until April 2."" and ""Parkland issued a shelter-in-place order effective March 26 until further notice."" and ""Weston issued a ""safer-at-home order"" effective March 26."" and ""Sunny Isles Beach issued a stay-at-home order effective March 26."" and ""Plantation issued a ""safer-at-home order"" effective March 26 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
225,4/11/2020 11:45:15,Georgia,03-26-2020,"Cherokee, Conyers, and Douglas",,,Shelter-in-place order,,,,,,"""Douglas County issued a shelter-in-place order effective March 26 until April 10."" and ""Cherokee County issued a shelter-in-place order effective March 26 through April 9."" and  ""Conyers issued a shelter-in-place order effective March 26 through April 8""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
226,4/11/2020 14:33:18,Kansas,03-26-2020,"Coffey, Doniphan, Lyon, and Shawnee",,,Shelter-in-place order,,,,,,""" Doniphan and Shawnee counties issued stay-at-home orders effective March 26."" and  ""On March 25, Lyon County issued a stay-at-home order effective March 26 until April 25."" and ""Coffey County issued a stay-at-home order effective March 26.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
227,4/11/2020 14:57:56,Maine,03-26-2020,South Portland,,,Shelter-in-place order,,,,,,"""On March 26, South Portland issued a stay-at-home order effective March 27.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
228,4/14/2020 10:30:43,Missouri,03-26-2020,"Webster, Christian, Perry, Clinton, and Hannibal ",,,Shelter-in-place order,,,,,,"""On March 25, Webster County issued a stay-at-home order effective March 26 until April 24"" and ""Christian County issued a stay-at-home order effective March 26 for 30 days."" and ""Perry County issued a stay-at-home order effective March 26 until April 24."" and ""On March 26, Hannibal issued a shelter-in-place order."" and ""Clinton County issued a stay-at-home order effective until further notice""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
229,4/14/2020 17:04:20,North Carolina,03-26-2020,"Cabarrus, Kannapolis, Ayden, Greenville, Mecklenberg, and Clay",,,Shelter-in-place order,,,,,,"""On March 24, Mecklenburg County, the most populous county on the state, announced a stay-at-home order would come into effect from 8 a.m. on March 26 and last at least until April 16. The order also bans gatherings of more than 10 people."" and ""Clay County issued a stay-at-home order effective through April 24."" and ""Ayden issued a stay-at-home order effective March 26 until April 9"" and ""Greenville issued a shelter-in-place order effective March 26 until April 10"" and ""Cabarrus County and Kannapolis issued a stay-at-home order effective March 26 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
230,4/14/2020 18:14:05,Rhode Island,03-26-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,“Governor Raimondo announces that any individual coming to the state from New York by land or air that plans to stay in Rhode Island must self-quarantine for 14 days.”,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island,,
231,4/14/2020 17:59:21,South Carolina,03-26-2020,Columbia,,,Shelter-in-place order,,,,,,"""On March 26, Columbia issued a stay-at-home order effective March 29 for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
232,4/10/2020 14:52:59,Alabama,03-27-2020,Tuscaloosa and Montgomery,,,Shelter-in-place order,,,,,,"""Tuscaloosa city mayor Walt Maddox issued a city-wide curfew, lasting from 10:00 p.m. until 5:00 a.m. each day, effective March 27 to April 3.""... ""Tuscaloosa extended its city-wide curfew to 24 hours, beginning March 29 at 10:00 p.m., set to last an additional week. The Tuscaloosa stay-at-home order (the second in the state) came after Alabama Attorney General Steve Marshall's opinion published on the same day that provided cities and counties with more authority to combat the pandemic."" and ""Montgomery mayor Steven Reed enacted an indefinite, 10:00 p.m. to 5:00 a.m. curfew starting the night of March 27 to help contain COVID-19. The order does not impact essential businesses.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama,,
