"","State","X","Timestamp","Effective.Date","Coverage","State.of.Emergency.Declaration","Travel.Restrictions","Shelter.in.place.Order","Gathering.Limitations","Banning.Gatherings.of.a.Certain.Size","K.12.School.Closure","Bar.and.Dine.in.Restaurant.Closure","Non.essential.Businesses.Closure","Details..if.any.","Reference.links","Unnamed..0","Face.Covering.Requirements","state_pop_2019","population_reference","population_reference_URL"
"41","Colorado",130,"4/11/2020 10:37:37","03-18-2020","San Miguel","","","Shelter-in-place order","",NA,"","","","""San Miguel County imposed a stay-at-home order effective March 18 through April 3 at the earliest.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",5758736,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"42","Colorado",13,"5/28/2020 10:47:35","05-27-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","","""Beginning on May 27, restaurants will be able to open for in-person dining at 50% capacity of the indoor posted occupancy code limit, but they can not exceed 50 people, whichever is less. They are also encouraged to provide as much outdoor services as possible. Bars will remain closed.""","https://www.colorado.gov/governor/news/governor-polis-issues-guidance-restaurants-summer-camps-and-private-camping",13,"",5758736,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"43","Colorado",12,"5/10/2020 9:52:09","05-04-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Non-critical offices can reopen (if implementing best practices and lower density).""","https://covid19.colorado.gov/safer-at-home",12,"",5758736,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"44","Colorado",165,"4/11/2020 10:39:17","03-23-2020","Denver, Boulder, and Pitkin","","","Shelter-in-place order","",NA,"","","","""On March 23, the cities of Denver and Boulder issued a stay-at-home order effective March 24 through April 10 at the earliest, and Pitkin County issued a stay-at-home order effective immediately.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas",NA,"",5758736,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"45","Colorado",17,"4/11/2020 10:36:44","03-10-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 10, Governor Polis declared a state of disaster emergency. ""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",5758736,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"46","Colorado",131,"4/11/2020 10:47:38","03-18-2020","State-wide","","","","Banned gatherings of a certain size",50,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","Non-essential businesses closed","""Govenor Jared Polis expanded the closures by ordering a state-wide closure of dine-in services, gyms, casinos, and theaters."" and ""On March 18, Governor Jared Polis closed schools until April 17 and banned gatherings of more than 10 people for the following 30 days."" and ""On March 19, Colorado reported two more COVID-19-related deaths, one of which was a man related to Colorado's first death. Govenor Jared Polis extended the closure of bars, restaurants, theaters, gymnasiums and casinos until April 30 and suspended all nonessential medical procedures. The governor also ordered the closure of ""nonessential"" businesses until April 30, which include nail salons, spas, and tattoo parlors.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado#Government_response",NA,"",5758736,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"47","Connecticut",18,"4/11/2020 10:51:44","03-10-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 10, governor Ned Lamont declared a civil preparedness and public health emergency in response to the coronavirus.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut",NA,"",3565287,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"48","Connecticut",46,"4/11/2020 10:52:11","03-13-2020","State-wide","","","","",NA,"Schools closed","","","""On March 13, governor Lamont ordered all schools to close after March 16 until at least March 31""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut",NA,"",3565287,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"49","Connecticut",14,"5/28/2020 13:53:26","05-20-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""During the first stage, masks will be required for most activities."" and ""The following businesses would be allowed to reopen on May 20: Eateries would be limited to outdoor seating with no access to their bars. "" and ""Retail stores: This would include smaller stores that can be found in downtown areas across the state. "" and ""Offices: Officials said they recognize that there is some need for a group of employees to go back into offices.""","https://www.courant.com/coronavirus/hc-news-coronavirus-reopen-ct-plan-20200430-eadahcvhgzb5bosk3zohbiksdu-story.html",14,"Face covering requirements for the public (non-workers) in certain situations",3565287,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"50","Delaware",31,"4/11/2020 10:53:30","03-12-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 12, Delaware Governor John Carney declared a state of emergency.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response",NA,"",973764,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"51","Delaware",166,"4/11/2020 10:56:06","03-23-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On March 23, Governor John Carney has issued the stay-at-home order to stop the spread of COVID-19. All non-essential businesses have been ordered to close.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response",NA,"",973764,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"52","Delaware",47,"4/11/2020 10:54:27","03-13-2020","State-wide","","","","",NA,"Schools closed","","","""Late on March 13, Governor Carney closed all Delaware Public Schools from March 16 to March 27.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response",NA,"",973764,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"53","Florida",224,"4/11/2020 11:03:31","03-26-2020","Osceola, Parkland, Pinellas, Plantation, Sunny Isles Beach, Weston","","","Shelter-in-place order","",NA,"","","","""On March 25, Osceola County issued a stay-at-home order effective March 26 until April 9."" and  ""Pinellas County issued a ""safer-at-home"" order effective March 26 until April 2."" and ""Parkland issued a shelter-in-place order effective March 26 until further notice."" and ""Weston issued a ""safer-at-home order"" effective March 26."" and ""Sunny Isles Beach issued a stay-at-home order effective March 26."" and ""Plantation issued a ""safer-at-home order"" effective March 26 until further notice.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",21477737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"54","Florida",245,"4/11/2020 11:08:02","03-28-2020","Boca Raton, Dania Beach, Fort Lauderdale, Gadsden County, Hollywood, Lauderdale-by-the-sea, Miramar, Oakland Park, Palm Beach, Pembroke Pines, Pompano Beach, and Wilton Manors","","","Shelter-in-place order","",NA,"","","","""Boca Raton issued a stay-at-home order effective March 28 until further notice."" and "" Miramar issued a ""safer-at-home order"" effective March 28."" and ""On March 27, Fort Lauderdale issued a stay-at-home order effective March 28 until April 17."" and ""Gadsden County issued a stay-at-home order effective March 27."" and ""Hollywood issued a ""safer-at-home order"" effective March 28 until further notice."" and  ""Lauderdale-by-the-Sea issued a ""safer-at-home order"" effective March 28.""  and ""Oakland Park issued a ""safer-at-home order"" effective March 28 until further notice."" and ""Pompano Beach issued a ""safer-at-home order"" effective March 28 until further notice."" and Wilton Manors issued a ""safer-at-home order"" effective March 28 until further notice."" and ""Dania Beach issued a stay-at-home order effective March 28 until further notice."" and ""On March 28, Pembroke Pines issued a stay-at-home order effective March 28 until further notice."" and ""Palm Beach issued a shelter-in-place order effective until further notice.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",21477737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"55","Florida",260,"4/11/2020 11:16:08","03-30-2020","Miami-Dade, Broward, Palm Beach, Monroe, Delray Beach","","","Shelter-in-place order","",NA,"","","","""Delray Beach issued a shelter-in-place order effective March 30 through April 16."" and ""On March 30, Governor DeSantis issued a stay-at-home order for Miami-Dade, Broward, Palm Beach, and Monroe counties in southeast Florida effective until mid-May.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",21477737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"56","Florida",207,"4/11/2020 11:00:54","03-25-2020","Doral and Leon","","","Shelter-in-place order","",NA,"","","","""On March 24, Leon County issued a stay-at-home order and nighttime curfew effective March 25."" and ""Doral issued a ""safer-at-home order"" effective March 25 through April 1.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",21477737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"57","Florida",186,"4/11/2020 10:59:54","03-24-2020","Miami Beach and Alachua","","","Shelter-in-place order","",NA,"","","","""On March 23, Miami Beach issued a stay-at-home order effective March 24."" and ""Alachua County issued a stay-at-home order effective March 24 until further notice""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",21477737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
